Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"sendKeys(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/Login_username""), invalidUsername)",Chrome 134.0.6998.89,,,19-03-2025 21:13:40,19-03-2025 21:13:40,0.327s,PASSED
delay(2),Chrome 134.0.6998.89,,,19-03-2025 21:13:40,19-03-2025 21:13:42,2.004s,PASSED
"sendKeys(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/Login__password""), InvalidPassword)",Chrome 134.0.6998.89,,,19-03-2025 21:13:42,19-03-2025 21:13:42,0.263s,PASSED
"click(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/LoginBtn""))",Chrome 134.0.6998.89,,,19-03-2025 21:13:42,19-03-2025 21:13:45,2.341s,PASSED
"getText(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/Page_My Account  Automation Practice Site/li_Error The password you entered for the username FF is incorrect. Lost your password""))",Chrome 134.0.6998.89,,,19-03-2025 21:13:45,19-03-2025 21:13:46,1.236s,PASSED
"comment(""Login unsuccessful"")",Chrome 134.0.6998.89,,,19-03-2025 21:13:46,19-03-2025 21:13:46,0.002s,PASSED
"clearText(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/Login_username""))",Chrome 134.0.6998.89,,,19-03-2025 21:13:46,19-03-2025 21:13:46,0.309s,PASSED
"clearText(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/Login__password""))",Chrome 134.0.6998.89,,,19-03-2025 21:13:46,19-03-2025 21:13:47,0.249s,PASSED
"sendKeys(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/Login_username""), validUsername)",Chrome 134.0.6998.89,,,19-03-2025 21:13:47,19-03-2025 21:13:47,0.314s,PASSED
delay(2),Chrome 134.0.6998.89,,,19-03-2025 21:13:47,19-03-2025 21:13:49,2.018s,PASSED
"sendKeys(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/Login__password""), validPassword)",Chrome 134.0.6998.89,,,19-03-2025 21:13:49,19-03-2025 21:13:49,0.323s,PASSED
delay(2),Chrome 134.0.6998.89,,,19-03-2025 21:13:49,19-03-2025 21:13:51,2.021s,PASSED
"click(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/LoginBtn""))",Chrome 134.0.6998.89,,,19-03-2025 21:13:51,19-03-2025 21:13:54,2.865s,PASSED
delay(2),Chrome 134.0.6998.89,,,19-03-2025 21:13:54,19-03-2025 21:13:56,2.019s,PASSED
"comment(""User logged in successfully"")",Chrome 134.0.6998.89,,,19-03-2025 21:13:56,19-03-2025 21:13:56,0.000s,PASSED
"ConfirmationMsg = getText(findTestObject(""AutomationDemo/Page_My Account  Automation Practice Site/ConfirmationMessageAfterLogin""))",Chrome 134.0.6998.89,,,19-03-2025 21:13:56,19-03-2025 21:13:56,0.297s,PASSED
"verifyEqual(actualMsg, ExpectedMsg)",Chrome 134.0.6998.89,,,19-03-2025 21:13:56,19-03-2025 21:13:56,0.031s,PASSED
closeBrowser(),Chrome 134.0.6998.89,,,19-03-2025 21:13:56,19-03-2025 21:13:57,0.334s,PASSED
